,Bill Number,Representative,Party,State,Vote,link,Full Name,Phone Number
412,H. R. 8205,Bucshon,Republican,Indiana,Nay,https://clerk.house.gov/Members/B001275,Larry Bucshon, (202) 225-4636
3822,H. R. 8205,Suozzi,Democratic,New York,Yea,https://clerk.house.gov/Members/S001201,Thomas R. Suozzi, (202) 225-3335
3821,H. R. 8205,Suozzi,Democratic,New York,Yea,https://clerk.house.gov/Members/S001201,Thomas R. Suozzi, (202) 225-3335
3812,H. R. 8205,Strong,Republican,Alabama,Nay,https://clerk.house.gov/Members/S001220,Dale W. Strong, (202) 225-4801
372,H. R. 8205,Brecheen,Republican,Oklahoma,Nay,https://clerk.house.gov/Members/B001317,Josh Brecheen, (202) 225-2701
471,H. R. 8205,Calvert,Republican,California,Yea,https://clerk.house.gov/Members/C000059,Ken Calvert, (202) 225-1986
3751,H. R. 8205,Steel,Republican,California,Yea,https://clerk.house.gov/Members/S001135,Michelle Steel, (202) 225-2415
3691,H. R. 8205,Soto,Democratic,Florida,Nay,https://clerk.house.gov/Members/S001200,Darren Soto, (202) 225-9889
522,H. R. 8205,Carey,Republican,Ohio,Nay,https://clerk.house.gov/Members/C001126,Mike Carey, (202) 225-2015
3682,H. R. 8205,Sorensen,Democratic,Illinois,Yea,https://clerk.house.gov/Members/S001225,Eric Sorensen, (202) 225-5905
3681,H. R. 8205,Sorensen,Democratic,Illinois,Yea,https://clerk.house.gov/Members/S001225,Eric Sorensen, (202) 225-5905
531,H. R. 8205,Carl,Republican,Alabama,Yea,https://clerk.house.gov/Members/C001054,Jerry L. Carl, (202) 225-4931
532,H. R. 8205,Carl,Republican,Alabama,Nay,https://clerk.house.gov/Members/C001054,Jerry L. Carl, (202) 225-4931
3672,H. R. 8205,Smucker,Republican,Pennsylvania,Nay,https://clerk.house.gov/Members/S001199,Lloyd Smucker, (202) 225-2411
3671,H. R. 8205,Smucker,Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/S001199,Lloyd Smucker, (202) 225-2411
541,H. R. 8205,Carson,Democratic,Indiana,Nay,https://clerk.house.gov/Members/C001072,André Carson, (202) 225-4011
542,H. R. 8205,Carson,Democratic,Indiana,Yea,https://clerk.house.gov/Members/C001072,André Carson, (202) 225-4011
3662,H. R. 8205,Smith (WA),Democratic,Washington,Yea,https://clerk.house.gov/Members/S000510,Adam Smith, (202) 225-8901
3661,H. R. 8205,Smith (WA),Democratic,Washington,Nay,https://clerk.house.gov/Members/S000510,Adam Smith, (202) 225-8901
551,H. R. 8205,Carter (GA),Republican,Georgia,Yea,https://clerk.house.gov/Members/C001103,"Earl L. ""Buddy"" Carter", (202) 225-5831
552,H. R. 8205,Carter (GA),Republican,Georgia,Nay,https://clerk.house.gov/Members/C001103,"Earl L. ""Buddy"" Carter", (202) 225-5831
3652,H. R. 8205,Smith (NJ),Republican,New Jersey,Nay,https://clerk.house.gov/Members/S000522,Christopher H. Smith, (202) 225-3765
3651,H. R. 8205,Smith (NJ),Republican,New Jersey,Yea,https://clerk.house.gov/Members/S000522,Christopher H. Smith, (202) 225-3765
561,H. R. 8205,Carter (LA),Democratic,Louisiana,Nay,https://clerk.house.gov/Members/C001125,Troy A. Carter, (202) 225-6636
3692,H. R. 8205,Soto,Democratic,Florida,Yea,https://clerk.house.gov/Members/S001200,Darren Soto, (202) 225-9889
3752,H. R. 8205,Steel,Republican,California,Nay,https://clerk.house.gov/Members/S001135,Michelle Steel, (202) 225-2415
521,H. R. 8205,Carey,Republican,Ohio,Yea,https://clerk.house.gov/Members/C001126,Mike Carey, (202) 225-2015
3702,H. R. 8205,Spanberger,Democratic,Virginia,Yea,https://clerk.house.gov/Members/S001209,Abigail Davis Spanberger, (202) 225-2815
472,H. R. 8205,Calvert,Republican,California,Nay,https://clerk.house.gov/Members/C000059,Ken Calvert, (202) 225-1986
3742,H. R. 8205,Stauber,Republican,Minnesota,Nay,https://clerk.house.gov/Members/S001212,Pete Stauber, (202) 225-6211
3741,H. R. 8205,Stauber,Republican,Minnesota,Yea,https://clerk.house.gov/Members/S001212,Pete Stauber, (202) 225-6211
481,H. R. 8205,Cammack,Republican,Florida,Yea,https://clerk.house.gov/Members/C001039,Kat Cammack, (202) 225-5744
482,H. R. 8205,Cammack,Republican,Florida,Nay,https://clerk.house.gov/Members/C001039,Kat Cammack, (202) 225-5744
3732,H. R. 8205,Stanton,Democratic,Arizona,Yea,https://clerk.house.gov/Members/S001211,Greg Stanton, (202) 225-9888
3731,H. R. 8205,Stanton,Democratic,Arizona,Yea,https://clerk.house.gov/Members/S001211,Greg Stanton, (202) 225-9888
491,H. R. 8205,Caraveo,Democratic,Colorado,Yea,https://clerk.house.gov/Members/C001134,Yadira Caraveo, (202) 225-5625
492,H. R. 8205,Caraveo,Democratic,Colorado,Yea,https://clerk.house.gov/Members/C001134,Yadira Caraveo, (202) 225-5625
3722,H. R. 8205,Stansbury,Democratic,New Mexico,Yea,https://clerk.house.gov/Members/S001218,Melanie A. Stansbury, (202) 225-6316
3721,H. R. 8205,Stansbury,Democratic,New Mexico,Nay,https://clerk.house.gov/Members/S001218,Melanie A. Stansbury, (202) 225-6316
501,H. R. 8205,Carbajal,Democratic,California,Nay,https://clerk.house.gov/Members/C001112,Salud O. Carbajal, (202) 225-3601
502,H. R. 8205,Carbajal,Democratic,California,Yea,https://clerk.house.gov/Members/C001112,Salud O. Carbajal, (202) 225-3601
3712,H. R. 8205,Spartz,Republican,Indiana,Not Voting,https://clerk.house.gov/Members/S000929,Victoria Spartz, (202) 225-2276
3711,H. R. 8205,Spartz,Republican,Indiana,Not Voting,https://clerk.house.gov/Members/S000929,Victoria Spartz, (202) 225-2276
511,H. R. 8205,Cárdenas,Democratic,California,Nay,https://clerk.house.gov/Members/C001097,Tony Cárdenas, (202) 225-6131
512,H. R. 8205,Cárdenas,Democratic,California,Yea,https://clerk.house.gov/Members/C001097,Tony Cárdenas, (202) 225-6131
3701,H. R. 8205,Spanberger,Democratic,Virginia,Yea,https://clerk.house.gov/Members/S001209,Abigail Davis Spanberger, (202) 225-2815
2741,H. R. 8205,Miller (OH),Republican,Ohio,Yea,https://clerk.house.gov/Members/M001222,Max L. Miller, (202) 225-3876
3141,H. R. 8205,Perry,Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/P000605,Scott Perry, (202) 225-5836
2131,H. R. 8205,Kiley,Republican,California,Yea,https://clerk.house.gov/Members/K000401,Kevin Kiley, (202) 225-2523
1911,H. R. 8205,Jackson (TX),Republican,Texas,Yea,https://clerk.house.gov/Members/J000304,Ronny Jackson, (202) 225-3706
2521,H. R. 8205,Mann,Republican,Kansas,Yea,https://clerk.house.gov/Members/M000871,Tracey Mann, (202) 225-2715
2522,H. R. 8205,Mann,Republican,Kansas,Nay,https://clerk.house.gov/Members/M000871,Tracey Mann, (202) 225-2715
1912,H. R. 8205,Jackson (TX),Republican,Texas,Nay,https://clerk.house.gov/Members/J000304,Ronny Jackson, (202) 225-3706
1492,H. R. 8205,Goldman (NY),Democratic,New York,Yea,https://clerk.house.gov/Members/G000599,Daniel S. Goldman, (202) 225-7944
1741,H. R. 8205,Higgins (LA),Republican,Louisiana,Yea,https://clerk.house.gov/Members/H001077,Clay Higgins, (202) 225-2031
1491,H. R. 8205,Goldman (NY),Democratic,New York,Nay,https://clerk.house.gov/Members/G000599,Daniel S. Goldman, (202) 225-7944
2022,H. R. 8205,Kamlager-Dove,Democratic,California,Yea,https://clerk.house.gov/Members/K000400,Sydney Kamlager-Dove, (202) 225-7084
2321,H. R. 8205,Lee (FL),Republican,Florida,Yea,https://clerk.house.gov/Members/L000597,Laurel M. Lee, (202) 225-5626
2531,H. R. 8205,Manning,Democratic,North Carolina,Nay,https://clerk.house.gov/Members/M001135,Kathy E. Manning, (202) 225-3065
2231,H. R. 8205,Lamborn,Republican,Colorado,Yea,https://clerk.house.gov/Members/L000564,Doug Lamborn, (202) 225-4422
2532,H. R. 8205,Manning,Democratic,North Carolina,Yea,https://clerk.house.gov/Members/M001135,Kathy E. Manning, (202) 225-3065
1482,H. R. 8205,Golden (ME),Democratic,Maine,Yea,https://clerk.house.gov/Members/G000592,Jared F. Golden, (202) 225-6306
1842,H. R. 8205,Huffman,Democratic,California,Yea,https://clerk.house.gov/Members/H001068,Jared Huffman, (202) 225-5161
1481,H. R. 8205,Golden (ME),Democratic,Maine,Yea,https://clerk.house.gov/Members/G000592,Jared F. Golden, (202) 225-6306
2222,H. R. 8205,LaMalfa,Republican,California,Nay,https://clerk.house.gov/Members/L000578,Doug LaMalfa, (202) 225-3076
2541,H. R. 8205,Massie,Republican,Kentucky,Yea,https://clerk.house.gov/Members/M001184,Thomas Massie, (202) 225-3465
2542,H. R. 8205,Massie,Republican,Kentucky,Nay,https://clerk.house.gov/Members/M001184,Thomas Massie, (202) 225-3465
2221,H. R. 8205,LaMalfa,Republican,California,Yea,https://clerk.house.gov/Members/L000578,Doug LaMalfa, (202) 225-3076
1472,H. R. 8205,Gimenez,Republican,Florida,Nay,https://clerk.house.gov/Members/G000593,Carlos A. Gimenez, (202) 225-2778
1751,H. R. 8205,Hill,Republican,Arkansas,Yea,https://clerk.house.gov/Members/H001072,J. French Hill, (202) 225-2506
2551,H. R. 8205,Mast,Republican,Florida,Yea,https://clerk.house.gov/Members/M001199,Brian J. Mast, (202) 225-3026
1742,H. R. 8205,Higgins (LA),Republican,Louisiana,Nay,https://clerk.house.gov/Members/H001077,Clay Higgins, (202) 225-2031
1501,H. R. 8205,Gomez,Democratic,California,Nay,https://clerk.house.gov/Members/G000585,Jimmy Gomez, (202) 225-6235
2232,H. R. 8205,Lamborn,Republican,Colorado,Nay,https://clerk.house.gov/Members/L000564,Doug Lamborn, (202) 225-4422
1502,H. R. 8205,Gomez,Democratic,California,Yea,https://clerk.house.gov/Members/G000585,Jimmy Gomez, (202) 225-6235
1531,H. R. 8205,Good (VA),Republican,Virginia,Yea,https://clerk.house.gov/Members/G000595,Bob Good, (202) 225-4711
2481,H. R. 8205,Mace,Republican,South Carolina,Yea,https://clerk.house.gov/Members/M000194,Nancy Mace, (202) 225-3176
1722,H. R. 8205,Hayes,Democratic,Connecticut,Yea,https://clerk.house.gov/Members/H001081,Jahana Hayes, (202) 225-4476
2482,H. R. 8205,Mace,Republican,South Carolina,Nay,https://clerk.house.gov/Members/M000194,Nancy Mace, (202) 225-3176
1902,H. R. 8205,Jackson (NC),Democratic,North Carolina,Yea,https://clerk.house.gov/Members/J000308,Jeff Jackson, (202) 225-5634
1522,H. R. 8205,"Gonzalez, V.",Democratic,Texas,Yea,https://clerk.house.gov/Members/G000581,Vicente Gonzalez, (202) 225-2531
2491,H. R. 8205,Magaziner,Democratic,Rhode Island,Nay,https://clerk.house.gov/Members/M001223,Seth Magaziner, (202) 225-2735
2492,H. R. 8205,Magaziner,Democratic,Rhode Island,Yea,https://clerk.house.gov/Members/M001223,Seth Magaziner, (202) 225-2735
1521,H. R. 8205,"Gonzalez, V.",Democratic,Texas,Yea,https://clerk.house.gov/Members/G000581,Vicente Gonzalez, (202) 225-2531
2032,H. R. 8205,Kaptur,Democratic,Ohio,Yea,https://clerk.house.gov/Members/K000009,Marcy Kaptur, (202) 225-4146
2031,H. R. 8205,Kaptur,Democratic,Ohio,Yea,https://clerk.house.gov/Members/K000009,Marcy Kaptur, (202) 225-4146
2242,H. R. 8205,Landsman,Democratic,Ohio,Yea,https://clerk.house.gov/Members/L000601,Greg Landsman, (202) 225-2216
2241,H. R. 8205,Landsman,Democratic,Ohio,Nay,https://clerk.house.gov/Members/L000601,Greg Landsman, (202) 225-2216
2101,H. R. 8205,Khanna,Democratic,California,Nay,https://clerk.house.gov/Members/K000389,Ro Khanna, (202) 225-2631
2102,H. R. 8205,Khanna,Democratic,California,Yea,https://clerk.house.gov/Members/K000389,Ro Khanna, (202) 225-2631
2501,H. R. 8205,Malliotakis,Republican,New York,Yea,https://clerk.house.gov/Members/M000317,Nicole Malliotakis, (202) 225-3371
2502,H. R. 8205,Malliotakis,Republican,New York,Nay,https://clerk.house.gov/Members/M000317,Nicole Malliotakis, (202) 225-3371
1512,H. R. 8205,"Gonzales, Tony",Republican,Texas,Nay,https://clerk.house.gov/Members/G000594,Tony Gonzales, (202) 225-4511
1511,H. R. 8205,"Gonzales, Tony",Republican,Texas,Yea,https://clerk.house.gov/Members/G000594,Tony Gonzales, (202) 225-4511
1731,H. R. 8205,Hern,Republican,Oklahoma,Yea,https://clerk.house.gov/Members/H001082,Kevin Hern, (202) 225-2211
1732,H. R. 8205,Hern,Republican,Oklahoma,Nay,https://clerk.house.gov/Members/H001082,Kevin Hern, (202) 225-2211
2511,H. R. 8205,Maloy,Republican,Utah,Yea,https://clerk.house.gov/Members/M001228,Celeste Maloy, (202) 225-9730
2512,H. R. 8205,Maloy,Republican,Utah,Nay,https://clerk.house.gov/Members/M001228,Celeste Maloy, (202) 225-9730
2552,H. R. 8205,Mast,Republican,Florida,Nay,https://clerk.house.gov/Members/M001199,Brian J. Mast, (202) 225-3026
1532,H. R. 8205,Good (VA),Republican,Virginia,Nay,https://clerk.house.gov/Members/G000595,Bob Good, (202) 225-4711
1471,H. R. 8205,Gimenez,Republican,Florida,Yea,https://clerk.house.gov/Members/G000593,Carlos A. Gimenez, (202) 225-2778
1752,H. R. 8205,Hill,Republican,Arkansas,Nay,https://clerk.house.gov/Members/H001072,J. French Hill, (202) 225-2506
1431,H. R. 8205,García (IL),Democratic,Illinois,Nay,https://clerk.house.gov/Members/G000586,"Jesús G. ""Chuy"" García", (202) 225-8203
2601,H. R. 8205,McClellan,Democratic,Virginia,Nay,https://clerk.house.gov/Members/M001227,Jennifer L. McClellan, (202) 225-6365
2002,H. R. 8205,Joyce (OH),Republican,Ohio,Nay,https://clerk.house.gov/Members/J000295,David P. Joyce, (202) 225-5731
2602,H. R. 8205,McClellan,Democratic,Virginia,Yea,https://clerk.house.gov/Members/M001227,Jennifer L. McClellan, (202) 225-6365
2001,H. R. 8205,Joyce (OH),Republican,Ohio,Yea,https://clerk.house.gov/Members/J000295,David P. Joyce, (202) 225-5731
1771,H. R. 8205,Hinson,Republican,Iowa,Yea,https://clerk.house.gov/Members/H001091,Ashley Hinson, (202) 225-2911
2192,H. R. 8205,Kustoff,Republican,Tennessee,Nay,https://clerk.house.gov/Members/K000392,David Kustoff, (202) 225-4714
1422,H. R. 8205,Garbarino,Republican,New York,Nay,https://clerk.house.gov/Members/G000597,Andrew R. Garbarino, (202) 225-7896
2191,H. R. 8205,Kustoff,Republican,Tennessee,Yea,https://clerk.house.gov/Members/K000392,David Kustoff, (202) 225-4714
2611,H. R. 8205,McClintock,Republican,California,Yea,https://clerk.house.gov/Members/M001177,Tom McClintock, (202) 225-2511
2112,H. R. 8205,Kiggans (VA),Republican,Virginia,Nay,https://clerk.house.gov/Members/K000399,Jennifer Kiggans, (202) 225-4215
2612,H. R. 8205,McClintock,Republican,California,Nay,https://clerk.house.gov/Members/M001177,Tom McClintock, (202) 225-2511
1421,H. R. 8205,Garbarino,Republican,New York,Yea,https://clerk.house.gov/Members/G000597,Andrew R. Garbarino, (202) 225-7896
1772,H. R. 8205,Hinson,Republican,Iowa,Nay,https://clerk.house.gov/Members/H001091,Ashley Hinson, (202) 225-2911
1932,H. R. 8205,James,Republican,Michigan,Nay,https://clerk.house.gov/Members/J000307,John James, (202) 225-4961
2621,H. R. 8205,McCollum,Democratic,Minnesota,Nay,https://clerk.house.gov/Members/M001143,Betty McCollum, (202) 225-6631
2622,H. R. 8205,McCollum,Democratic,Minnesota,Yea,https://clerk.house.gov/Members/M001143,Betty McCollum, (202) 225-6631
1412,H. R. 8205,Garamendi,Democratic,California,Not Voting,https://clerk.house.gov/Members/G000559,John Garamendi, (202) 225-1880
1411,H. R. 8205,Garamendi,Democratic,California,Not Voting,https://clerk.house.gov/Members/G000559,John Garamendi, (202) 225-1880
2182,H. R. 8205,Kuster,Democratic,New Hampshire,Yea,https://clerk.house.gov/Members/K000382,Ann M. Kuster, (202) 225-5206
2181,H. R. 8205,Kuster,Democratic,New Hampshire,Nay,https://clerk.house.gov/Members/K000382,Ann M. Kuster, (202) 225-5206
2631,H. R. 8205,McCormick,Republican,Georgia,Yea,https://clerk.house.gov/Members/M001218,Richard McCormick, (202) 225-4272
1931,H. R. 8205,James,Republican,Michigan,Yea,https://clerk.house.gov/Members/J000307,John James, (202) 225-4961
1432,H. R. 8205,García (IL),Democratic,Illinois,Yea,https://clerk.house.gov/Members/G000586,"Jesús G. ""Chuy"" García", (202) 225-8203
2592,H. R. 8205,McClain,Republican,Michigan,Nay,https://clerk.house.gov/Members/M001136,Lisa C. McClain, (202) 225-2106
2591,H. R. 8205,McClain,Republican,Michigan,Yea,https://clerk.house.gov/Members/M001136,Lisa C. McClain, (202) 225-2106
1921,H. R. 8205,Jacobs,Democratic,California,Nay,https://clerk.house.gov/Members/J000305,Sara Jacobs, (202) 225-2040
2561,H. R. 8205,Matsui,Democratic,California,Nay,https://clerk.house.gov/Members/M001163,Doris O. Matsui, (202) 225-7163
2562,H. R. 8205,Matsui,Democratic,California,Yea,https://clerk.house.gov/Members/M001163,Doris O. Matsui, (202) 225-7163
1462,H. R. 8205,"Garcia, Robert",Democratic,California,Yea,https://clerk.house.gov/Members/G000598,Robert Garcia, (202) 225-7924
2212,H. R. 8205,LaLota,Republican,New York,Nay,https://clerk.house.gov/Members/L000598,Nick LaLota, (202) 225-3826
1461,H. R. 8205,"Garcia, Robert",Democratic,California,Nay,https://clerk.house.gov/Members/G000598,Robert Garcia, (202) 225-7924
2012,H. R. 8205,Joyce (PA),Republican,Pennsylvania,Nay,https://clerk.house.gov/Members/J000302,John Joyce, (202) 225-2431
2211,H. R. 8205,LaLota,Republican,New York,Yea,https://clerk.house.gov/Members/L000598,Nick LaLota, (202) 225-3826
2011,H. R. 8205,Joyce (PA),Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/J000302,John Joyce, (202) 225-2431
2571,H. R. 8205,McBath,Democratic,Georgia,Nay,https://clerk.house.gov/Members/M001208,Lucy McBath, (202) 225-4501
2572,H. R. 8205,McBath,Democratic,Georgia,Yea,https://clerk.house.gov/Members/M001208,Lucy McBath, (202) 225-4501
1452,H. R. 8205,"Garcia, Mike",Republican,California,Nay,https://clerk.house.gov/Members/G000061,Mike Garcia, (202) 225-1956
1451,H. R. 8205,"Garcia, Mike",Republican,California,Yea,https://clerk.house.gov/Members/G000061,Mike Garcia, (202) 225-1956
1922,H. R. 8205,Jacobs,Democratic,California,Yea,https://clerk.house.gov/Members/J000305,Sara Jacobs, (202) 225-2040
1761,H. R. 8205,Himes,Democratic,Connecticut,Nay,https://clerk.house.gov/Members/H001047,James A. Himes, (202) 225-5541
1762,H. R. 8205,Himes,Democratic,Connecticut,Yea,https://clerk.house.gov/Members/H001047,James A. Himes, (202) 225-5541
2581,H. R. 8205,McCaul,Republican,Texas,Yea,https://clerk.house.gov/Members/M001157,Michael T. McCaul, (202) 225-2401
2582,H. R. 8205,McCaul,Republican,Texas,Nay,https://clerk.house.gov/Members/M001157,Michael T. McCaul, (202) 225-2401
2202,H. R. 8205,LaHood,Republican,Illinois,Nay,https://clerk.house.gov/Members/L000585,Darin LaHood, (202) 225-6201
2201,H. R. 8205,LaHood,Republican,Illinois,Yea,https://clerk.house.gov/Members/L000585,Darin LaHood, (202) 225-6201
1442,H. R. 8205,Garcia (TX),Democratic,Texas,Yea,https://clerk.house.gov/Members/G000587,Sylvia R. Garcia, (202) 225-1688
1441,H. R. 8205,Garcia (TX),Democratic,Texas,Nay,https://clerk.house.gov/Members/G000587,Sylvia R. Garcia, (202) 225-1688
2111,H. R. 8205,Kiggans (VA),Republican,Virginia,Yea,https://clerk.house.gov/Members/K000399,Jennifer Kiggans, (202) 225-4215
1841,H. R. 8205,Huffman,Democratic,California,Nay,https://clerk.house.gov/Members/H001068,Jared Huffman, (202) 225-5161
2632,H. R. 8205,McCormick,Republican,Georgia,Nay,https://clerk.house.gov/Members/M001218,Richard McCormick, (202) 225-4272
1901,H. R. 8205,Jackson (NC),Democratic,North Carolina,Yea,https://clerk.house.gov/Members/J000308,Jeff Jackson, (202) 225-5634
2252,H. R. 8205,Langworthy,Republican,New York,Nay,https://clerk.house.gov/Members/L000600,Nicholas A. Langworthy, (202) 225-3161
2302,H. R. 8205,Lawler,Republican,New York,Nay,https://clerk.house.gov/Members/L000599,Michael Lawler, (202) 225-6506
2301,H. R. 8205,Lawler,Republican,New York,Yea,https://clerk.house.gov/Members/L000599,Michael Lawler, (202) 225-6506
1861,H. R. 8205,Hunt,Republican,Texas,Not Voting,https://clerk.house.gov/Members/H001095,Wesley Hunt, (202) 225-5646
1622,H. R. 8205,Greene (GA),Republican,Georgia,Nay,https://clerk.house.gov/Members/G000596,Marjorie Taylor Greene, (202) 225-5211
2371,H. R. 8205,Letlow,Republican,Louisiana,Yea,https://clerk.house.gov/Members/L000595,Julia Letlow, (202) 225-8490
1681,H. R. 8205,Hageman,Republican,Wyoming,Yea,https://clerk.house.gov/Members/H001096,Harriet M. Hageman, (202) 225-2311
2372,H. R. 8205,Letlow,Republican,Louisiana,Nay,https://clerk.house.gov/Members/L000595,Julia Letlow, (202) 225-8490
1621,H. R. 8205,Greene (GA),Republican,Georgia,Yea,https://clerk.house.gov/Members/G000596,Marjorie Taylor Greene, (202) 225-5211
